RECEPTOR,odorant,SMILES,output,Protein sequence
AgOr21,4-methylthiazole,,92,
AgOr23,4-methylthiazole,,-2,
AgOr25,4-methylthiazole,,-9,
AgOr26,4-methylthiazole,,18,
AgOr27,4-methylthiazole,,31,
AgOr30,4-methylthiazole,,26,
AgOr31,4-methylthiazole,,1,
AgOr32,4-methylthiazole,,-1,
AgOr33,4-methylthiazole,,-27,
AgOr35,4-methylthiazole,,-4,
AgOr38,4-methylthiazole,,166,
AgOr39,4-methylthiazole,,29,
AgOr41,4-methylthiazole,,-11,
AgOr42,4-methylthiazole,,-16,
AgOr43,4-methylthiazole,,-26,
AgOr44,4-methylthiazole,,-16,
AgOr45,4-methylthiazole,,-3,
AgOr46,4-methylthiazole,,50,
AgOr48,4-methylthiazole,,5,
AgOr50,4-methylthiazole,,86,
AgOr53,4-methylthiazole,,47,
AgOr54,4-methylthiazole,,-9,
AgOr56,4-methylthiazole,,154,
AgOr57,4-methylthiazole,,197,
AgOr59,4-methylthiazole,,-10,
AgOr61,4-methylthiazole,,11,
AgOr63,4-methylthiazole,,0,
AgOr64,4-methylthiazole,,-14,
AgOr65,4-methylthiazole,,5,
AgOr66,4-methylthiazole,,-6,
AgOr67,4-methylthiazole,,-8,
AgOr73,4-methylthiazole,,-4,
AgOr75,4-methylthiazole,,-7,
AgOr76,4-methylthiazole,,-14,
AgOr1,2-acetylthiazole,,-6,
AgOr2,2-acetylthiazole,,1,
AgOr3,2-acetylthiazole,,2,
AgOr4,2-acetylthiazole,,30,
AgOr5,2-acetylthiazole,,-1,
AgOr6,2-acetylthiazole,,220,
AgOr8,2-acetylthiazole,,-10,
AgOr9,2-acetylthiazole,,37,
AgOr10,2-acetylthiazole,,26,
AgOr11,2-acetylthiazole,,56,
AgOr12,2-acetylthiazole,,177,
AgOr13,2-acetylthiazole,,63,
AgOr15,2-acetylthiazole,,150,
AgOr16,2-acetylthiazole,,15,
AgOr18,2-acetylthiazole,,173,
AgOr20,2-acetylthiazole,,68,
AgOr21,2-acetylthiazole,,83,
AgOr23,2-acetylthiazole,,9,
AgOr25,2-acetylthiazole,,-12,
AgOr26,2-acetylthiazole,,13,
AgOr27,2-acetylthiazole,,12,
AgOr30,2-acetylthiazole,,14,
AgOr31,2-acetylthiazole,,5,
AgOr32,2-acetylthiazole,,6,
AgOr33,2-acetylthiazole,,-22,
AgOr35,2-acetylthiazole,,-10,
AgOr38,2-acetylthiazole,,51,
AgOr39,2-acetylthiazole,,39,
AgOr41,2-acetylthiazole,,-16,
AgOr42,2-acetylthiazole,,-10,
AgOr43,2-acetylthiazole,,-22,
AgOr44,2-acetylthiazole,,-7,
AgOr45,2-acetylthiazole,,-10,
AgOr46,2-acetylthiazole,,69,
AgOr48,2-acetylthiazole,,2,
AgOr50,2-acetylthiazole,,95,
AgOr53,2-acetylthiazole,,8,
AgOr54,2-acetylthiazole,,-21,
AgOr56,2-acetylthiazole,,58,
AgOr57,2-acetylthiazole,,109,
AgOr59,2-acetylthiazole,,-4,
AgOr61,2-acetylthiazole,,8,
AgOr63,2-acetylthiazole,,4,
AgOr64,2-acetylthiazole,,-2,
AgOr65,2-acetylthiazole,,7,
AgOr66,2-acetylthiazole,,-15,
AgOr67,2-acetylthiazole,,-6,
AgOr73,2-acetylthiazole,,-6,
AgOr75,2-acetylthiazole,,-7,
AgOr76,2-acetylthiazole,,-8,
AgOr1,2-ethoxythiazole,,-8,
AgOr2,2-ethoxythiazole,,0,
AgOr3,2-ethoxythiazole,,-9,
AgOr4,2-ethoxythiazole,,36,
AgOr5,2-ethoxythiazole,,4,
AgOr6,2-ethoxythiazole,,46,
AgOr8,2-ethoxythiazole,,-10,
AgOr9,2-ethoxythiazole,,148,
AgOr10,2-ethoxythiazole,,34,
AgOr11,2-ethoxythiazole,,41,
AgOr12,2-ethoxythiazole,,174,
AgOr13,2-ethoxythiazole,,-4,
AgOr15,2-ethoxythiazole,,33,
AgOr16,2-ethoxythiazole,,0,
AgOr18,2-ethoxythiazole,,197,
AgOr20,2-ethoxythiazole,,84,
AgOr21,2-ethoxythiazole,,94,
AgOr23,2-ethoxythiazole,,0,
AgOr25,2-ethoxythiazole,,-9,
AgOr26,2-ethoxythiazole,,16,
AgOr27,2-ethoxythiazole,,20,
AgOr30,2-ethoxythiazole,,2,
AgOr31,2-ethoxythiazole,,8,
AgOr32,2-ethoxythiazole,,27,
AgOr33,2-ethoxythiazole,,-16,
AgOr35,2-ethoxythiazole,,-3,
AgOr38,2-ethoxythiazole,,220,
AgOr39,2-ethoxythiazole,,38,
AgOr41,2-ethoxythiazole,,-13,
AgOr42,2-ethoxythiazole,,-10,
AgOr43,2-ethoxythiazole,,-19,
AgOr44,2-ethoxythiazole,,-24,
AgOr45,2-ethoxythiazole,,-11,
AgOr46,2-ethoxythiazole,,66,
AgOr48,2-ethoxythiazole,,7,
AgOr50,2-ethoxythiazole,,76,
AgOr53,2-ethoxythiazole,,-2,
AgOr54,2-ethoxythiazole,,-10,
AgOr56,2-ethoxythiazole,,69,
AgOr57,2-ethoxythiazole,,147,
AgOr59,2-ethoxythiazole,,-13,
AgOr61,2-ethoxythiazole,,1,
AgOr63,2-ethoxythiazole,,-1,
AgOr64,2-ethoxythiazole,,-10,
AgOr65,2-ethoxythiazole,,6,
AgOr66,2-ethoxythiazole,,-7,
AgOr67,2-ethoxythiazole,,0,
AgOr73,2-ethoxythiazole,,-3,
AgOr75,2-ethoxythiazole,,33,
AgOr76,2-ethoxythiazole,,-8,
AgOr1,2-iso-butyl-thiazole,,-6,
AgOr2,2-iso-butyl-thiazole,,-5,
AgOr3,2-iso-butyl-thiazole,,0,
AgOr4,2-iso-butyl-thiazole,,28,
AgOr5,2-iso-butyl-thiazole,,10,
AgOr6,2-iso-butyl-thiazole,,22,
AgOr8,2-iso-butyl-thiazole,,-7,
AgOr9,2-iso-butyl-thiazole,,70,
AgOr10,2-iso-butyl-thiazole,,3,
AgOr11,2-iso-butyl-thiazole,,34,
AgOr12,2-iso-butyl-thiazole,,66,
AgOr13,2-iso-butyl-thiazole,,-5,
AgOr15,2-iso-butyl-thiazole,,-1,
AgOr16,2-iso-butyl-thiazole,,1,
AgOr18,2-iso-butyl-thiazole,,83,
AgOr20,2-iso-butyl-thiazole,,139,
AgOr21,2-iso-butyl-thiazole,,78,
AgOr23,2-iso-butyl-thiazole,,-3,
AgOr25,2-iso-butyl-thiazole,,-11,
AgOr26,2-iso-butyl-thiazole,,33,
AgOr27,2-iso-butyl-thiazole,,37,
AgOr30,2-iso-butyl-thiazole,,21,
AgOr31,2-iso-butyl-thiazole,,17,
AgOr32,2-iso-butyl-thiazole,,15,
AgOr33,2-iso-butyl-thiazole,,-15,
AgOr35,2-iso-butyl-thiazole,,4,
AgOr38,2-iso-butyl-thiazole,,228,
AgOr39,2-iso-butyl-thiazole,,48,
AgOr41,2-iso-butyl-thiazole,,-15,
AgOr42,2-iso-butyl-thiazole,,-9,
AgOr43,2-iso-butyl-thiazole,,-14,
AgOr44,2-iso-butyl-thiazole,,-18,
AgOr45,2-iso-butyl-thiazole,,-13,
AgOr46,2-iso-butyl-thiazole,,103,
AgOr48,2-iso-butyl-thiazole,,7,
AgOr50,2-iso-butyl-thiazole,,134,
AgOr53,2-iso-butyl-thiazole,,0,
AgOr54,2-iso-butyl-thiazole,,-17,
AgOr56,2-iso-butyl-thiazole,,56,
AgOr57,2-iso-butyl-thiazole,,127,
AgOr59,2-iso-butyl-thiazole,,-2,
AgOr61,2-iso-butyl-thiazole,,4,
AgOr63,2-iso-butyl-thiazole,,7,
AgOr64,2-iso-butyl-thiazole,,10,
AgOr65,2-iso-butyl-thiazole,,17,
AgOr66,2-iso-butyl-thiazole,,2,
AgOr67,2-iso-butyl-thiazole,,-2,
AgOr73,2-iso-butyl-thiazole,,-10,
AgOr75,2-iso-butyl-thiazole,,111,
AgOr76,2-iso-butyl-thiazole,,-5,
AgOr1,"4,5-dimethylthiazole",,-1,
AgOr2,"4,5-dimethylthiazole",,15,
AgOr3,"4,5-dimethylthiazole",,-5,
AgOr4,"4,5-dimethylthiazole",,25,
AgOr5,"4,5-dimethylthiazole",,-6,
AgOr6,"4,5-dimethylthiazole",,48,
AgOr8,"4,5-dimethylthiazole",,-13,
AgOr9,"4,5-dimethylthiazole",,134,
AgOr10,"4,5-dimethylthiazole",,43,
AgOr11,"4,5-dimethylthiazole",,67,
AgOr12,"4,5-dimethylthiazole",,139,
AgOr13,"4,5-dimethylthiazole",,198,
AgOr15,"4,5-dimethylthiazole",,243,
AgOr16,"4,5-dimethylthiazole",,32,
AgOr18,"4,5-dimethylthiazole",,260,
AgOr20,"4,5-dimethylthiazole",,182,
AgOr21,"4,5-dimethylthiazole",,74,
AgOr23,"4,5-dimethylthiazole",,7,
AgOr25,"4,5-dimethylthiazole",,-11,
AgOr26,"4,5-dimethylthiazole",,16,
AgOr27,"4,5-dimethylthiazole",,13,
AgOr30,"4,5-dimethylthiazole",,53,
AgOr31,"4,5-dimethylthiazole",,2,
AgOr32,"4,5-dimethylthiazole",,1,
AgOr33,"4,5-dimethylthiazole",,-29,
AgOr35,"4,5-dimethylthiazole",,0,
AgOr38,"4,5-dimethylthiazole",,171,
AgOr39,"4,5-dimethylthiazole",,32,
AgOr41,"4,5-dimethylthiazole",,-11,
AgOr42,"4,5-dimethylthiazole",,-20,
AgOr43,"4,5-dimethylthiazole",,-22,
AgOr44,"4,5-dimethylthiazole",,-20,
AgOr45,"4,5-dimethylthiazole",,-11,
AgOr46,"4,5-dimethylthiazole",,44,
AgOr48,"4,5-dimethylthiazole",,0,
AgOr50,"4,5-dimethylthiazole",,82,
AgOr53,"4,5-dimethylthiazole",,57,
AgOr54,"4,5-dimethylthiazole",,-17,
AgOr56,"4,5-dimethylthiazole",,139,
AgOr57,"4,5-dimethylthiazole",,158,
AgOr59,"4,5-dimethylthiazole",,-6,
AgOr61,"4,5-dimethylthiazole",,12,
AgOr63,"4,5-dimethylthiazole",,0,
AgOr64,"4,5-dimethylthiazole",,2,
AgOr65,"4,5-dimethylthiazole",,13,
AgOr66,"4,5-dimethylthiazole",,-11,
AgOr67,"4,5-dimethylthiazole",,-5,
AgOr73,"4,5-dimethylthiazole",,-8,
AgOr75,"4,5-dimethylthiazole",,-9,
AgOr76,"4,5-dimethylthiazole",,-9,
AgOr1,"2,4,5-trimethylthiazole",,-10,
AgOr2,"2,4,5-trimethylthiazole",,-1,
AgOr3,"2,4,5-trimethylthiazole",,0,
AgOr4,"2,4,5-trimethylthiazole",,25,
AgOr5,"2,4,5-trimethylthiazole",,-6,
AgOr6,"2,4,5-trimethylthiazole",,96,
AgOr8,"2,4,5-trimethylthiazole",,-10,
AgOr9,"2,4,5-trimethylthiazole",,182,
AgOr10,"2,4,5-trimethylthiazole",,15,
AgOr11,"2,4,5-trimethylthiazole",,39,
AgOr12,"2,4,5-trimethylthiazole",,107,
AgOr13,"2,4,5-trimethylthiazole",,67,
AgOr15,"2,4,5-trimethylthiazole",,174,
AgOr16,"2,4,5-trimethylthiazole",,34,
AgOr18,"2,4,5-trimethylthiazole",,265,
AgOr20,"2,4,5-trimethylthiazole",,207,
AgOr21,"2,4,5-trimethylthiazole",,106,
AgOr23,"2,4,5-trimethylthiazole",,9,
AgOr25,"2,4,5-trimethylthiazole",,-11,
AgOr26,"2,4,5-trimethylthiazole",,4,
AgOr27,"2,4,5-trimethylthiazole",,7,
AgOr30,"2,4,5-trimethylthiazole",,-1,
AgOr31,"2,4,5-trimethylthiazole",,2,
AgOr32,"2,4,5-trimethylthiazole",,15,
AgOr33,"2,4,5-trimethylthiazole",,-22,
AgOr35,"2,4,5-trimethylthiazole",,0,
AgOr38,"2,4,5-trimethylthiazole",,-5,
AgOr39,"2,4,5-trimethylthiazole",,11,
AgOr41,"2,4,5-trimethylthiazole",,-8,
AgOr42,"2,4,5-trimethylthiazole",,-18,
AgOr43,"2,4,5-trimethylthiazole",,-23,
AgOr44,"2,4,5-trimethylthiazole",,-20,
AgOr45,"2,4,5-trimethylthiazole",,-13,
AgOr46,"2,4,5-trimethylthiazole",,62,
AgOr48,"2,4,5-trimethylthiazole",,-6,
AgOr50,"2,4,5-trimethylthiazole",,171,
AgOr53,"2,4,5-trimethylthiazole",,-3,
AgOr54,"2,4,5-trimethylthiazole",,-15,
AgOr56,"2,4,5-trimethylthiazole",,47,
AgOr57,"2,4,5-trimethylthiazole",,76,
AgOr59,"2,4,5-trimethylthiazole",,-6,
AgOr61,"2,4,5-trimethylthiazole",,10,
AgOr63,"2,4,5-trimethylthiazole",,2,
AgOr64,"2,4,5-trimethylthiazole",,-4,
AgOr65,"2,4,5-trimethylthiazole",,44,
AgOr66,"2,4,5-trimethylthiazole",,-16,
AgOr67,"2,4,5-trimethylthiazole",,-7,
AgOr73,"2,4,5-trimethylthiazole",,-8,
AgOr75,"2,4,5-trimethylthiazole",,3,
AgOr76,"2,4,5-trimethylthiazole",,-13,
AgOr1,2-acetylpyridine,,-5,
AgOr2,2-acetylpyridine,,31,
AgOr3,2-acetylpyridine,,1,
AgOr4,2-acetylpyridine,,28,
AgOr5,2-acetylpyridine,,0,
AgOr6,2-acetylpyridine,,247,
AgOr8,2-acetylpyridine,,-7,
AgOr9,2-acetylpyridine,,42,
AgOr10,2-acetylpyridine,,48,
AgOr11,2-acetylpyridine,,112,
AgOr12,2-acetylpyridine,,110,
AgOr13,2-acetylpyridine,,50,
AgOr15,2-acetylpyridine,,216,
AgOr16,2-acetylpyridine,,14,
AgOr18,2-acetylpyridine,,228,
AgOr20,2-acetylpyridine,,55,
AgOr21,2-acetylpyridine,,90,
AgOr23,2-acetylpyridine,,-1,
AgOr25,2-acetylpyridine,,-6,
AgOr26,2-acetylpyridine,,9,
AgOr27,2-acetylpyridine,,17,
AgOr30,2-acetylpyridine,,11,
AgOr31,2-acetylpyridine,,0,
AgOr32,2-acetylpyridine,,8,
AgOr33,2-acetylpyridine,,-12,
AgOr35,2-acetylpyridine,,-4,
AgOr38,2-acetylpyridine,,52,
AgOr39,2-acetylpyridine,,19,
AgOr41,2-acetylpyridine,,-10,
AgOr42,2-acetylpyridine,,-6,
AgOr43,2-acetylpyridine,,-17,
AgOr44,2-acetylpyridine,,-29,
AgOr45,2-acetylpyridine,,-11,
AgOr46,2-acetylpyridine,,68,
AgOr48,2-acetylpyridine,,8,
AgOr50,2-acetylpyridine,,58,
AgOr53,2-acetylpyridine,,3,
AgOr54,2-acetylpyridine,,-9,
AgOr56,2-acetylpyridine,,47,
AgOr57,2-acetylpyridine,,99,
AgOr59,2-acetylpyridine,,-5,
AgOr61,2-acetylpyridine,,5,
AgOr63,2-acetylpyridine,,0,
AgOr64,2-acetylpyridine,,-4,
AgOr65,2-acetylpyridine,,0,
AgOr66,2-acetylpyridine,,-2,
AgOr67,2-acetylpyridine,,-6,
AgOr73,2-acetylpyridine,,-2,
AgOr75,2-acetylpyridine,,4,
AgOr76,2-acetylpyridine,,-8,
AgOr1,methanol,,2,
AgOr2,methanol,,3,
AgOr3,methanol,,4,
AgOr4,methanol,,-1,
AgOr5,methanol,,1,
AgOr6,methanol,,0,
AgOr8,methanol,,7,
AgOr9,methanol,,-3,
AgOr10,methanol,,-1,
AgOr11,methanol,,3,
AgOr12,methanol,,0,
AgOr13,methanol,,0,
AgOr15,methanol,,0,
AgOr16,methanol,,-1,
AgOr18,methanol,,4,
AgOr20,methanol,,1,
AgOr21,methanol,,-3,
AgOr23,methanol,,0,
AgOr25,methanol,,-4,
AgOr26,methanol,,-1,
AgOr27,methanol,,0,
AgOr30,methanol,,0,
AgOr31,methanol,,3,
AgOr32,methanol,,8,
AgOr33,methanol,,-7,
AgOr35,methanol,,-4,
AgOr38,methanol,,1,
AgOr39,methanol,,0,
AgOr41,methanol,,-9,
AgOr42,methanol,,-8,
AgOr43,methanol,,1,
AgOr44,methanol,,-6,
AgOr45,methanol,,0,
AgOr46,methanol,,2,
AgOr48,methanol,,-1,
AgOr50,methanol,,-1,
AgOr53,methanol,,-1,
AgOr54,methanol,,-12,
AgOr56,methanol,,2,
AgOr57,methanol,,0,
AgOr59,methanol,,1,
AgOr61,methanol,,4,
AgOr63,methanol,,-3,
AgOr64,methanol,,2,
AgOr65,methanol,,5,
AgOr66,methanol,,-4,
AgOr67,methanol,,-1,
AgOr73,methanol,,3,
AgOr75,methanol,,-6,
AgOr76,methanol,,3,
AgOr1,ethanol,,2,
AgOr2,ethanol,,3,
AgOr3,ethanol,,3,
AgOr4,ethanol,,-1,
AgOr5,ethanol,,4,
AgOr6,ethanol,,0,
AgOr8,ethanol,,5,
AgOr9,ethanol,,4,
AgOr10,ethanol,,1,
AgOr11,ethanol,,2,
AgOr12,ethanol,,1,
AgOr13,ethanol,,1,
AgOr15,ethanol,,2,
AgOr16,ethanol,,-1,
AgOr18,ethanol,,2,
AgOr20,ethanol,,5,
AgOr21,ethanol,,3,
AgOr23,ethanol,,0,
AgOr25,ethanol,,5,
AgOr26,ethanol,,0,
AgOr27,ethanol,,2,
AgOr30,ethanol,,-3,
AgOr31,ethanol,,3,
AgOr32,ethanol,,2,
AgOr33,ethanol,,-6,
AgOr35,ethanol,,-4,
AgOr38,ethanol,,-3,
AgOr39,ethanol,,-1,
AgOr41,ethanol,,-4,
AgOr42,ethanol,,-6,
AgOr43,ethanol,,-3,
AgOr44,ethanol,,-3,
AgOr45,ethanol,,1,
AgOr46,ethanol,,13,
AgOr48,ethanol,,-1,
AgOr50,ethanol,,3,
AgOr53,ethanol,,1,
AgOr54,ethanol,,-5,
AgOr56,ethanol,,1,
AgOr57,ethanol,,9,
AgOr59,ethanol,,-1,
AgOr61,ethanol,,-1,
AgOr63,ethanol,,-2,
AgOr64,ethanol,,3,
AgOr65,ethanol,,-2,
AgOr66,ethanol,,-3,
AgOr67,ethanol,,2,
AgOr73,ethanol,,0,
AgOr75,ethanol,,-1,
AgOr76,ethanol,,3,
AgOr1,1-butanol,,130,
AgOr2,1-butanol,,5,
AgOr3,1-butanol,,2,
AgOr4,1-butanol,,55,
AgOr5,1-butanol,,76,
AgOr6,1-butanol,,9,
AgOr8,1-butanol,,-10,
AgOr9,1-butanol,,8,
AgOr10,1-butanol,,0,
AgOr11,1-butanol,,16,
AgOr12,1-butanol,,66,
AgOr13,1-butanol,,36,
AgOr15,1-butanol,,20,
AgOr16,1-butanol,,5,
AgOr18,1-butanol,,75,
AgOr20,1-butanol,,48,
AgOr21,1-butanol,,74,
AgOr23,1-butanol,,2,
AgOr25,1-butanol,,1,
AgOr26,1-butanol,,16,
AgOr27,1-butanol,,24,
AgOr30,1-butanol,,39,
AgOr31,1-butanol,,14,
AgOr32,1-butanol,,-3,
AgOr33,1-butanol,,-19,
AgOr35,1-butanol,,-6,
AgOr38,1-butanol,,117,
AgOr39,1-butanol,,45,
AgOr41,1-butanol,,-23,
AgOr42,1-butanol,,-15,
AgOr43,1-butanol,,-28,
AgOr44,1-butanol,,-17,
AgOr45,1-butanol,,-12,
AgOr46,1-butanol,,52,
AgOr48,1-butanol,,26,
AgOr50,1-butanol,,42,
AgOr53,1-butanol,,58,
AgOr54,1-butanol,,-22,
AgOr56,1-butanol,,40,
AgOr57,1-butanol,,165,
AgOr59,1-butanol,,2,
AgOr61,1-butanol,,13,
AgOr63,1-butanol,,17,
AgOr64,1-butanol,,11,
AgOr65,1-butanol,,10,
AgOr66,1-butanol,,-13,
AgOr67,1-butanol,,-8,
AgOr73,1-butanol,,-2,
AgOr75,1-butanol,,-3,
AgOr76,1-butanol,,0,
AgOr1,1-pentanol,,180,
AgOr2,1-pentanol,,5,
AgOr3,1-pentanol,,-13,
AgOr4,1-pentanol,,97,
AgOr5,1-pentanol,,44,
AgOr6,1-pentanol,,18,
AgOr8,1-pentanol,,-4,
AgOr9,1-pentanol,,21,
AgOr10,1-pentanol,,-3,
AgOr11,1-pentanol,,40,
AgOr12,1-pentanol,,166,
AgOr13,1-pentanol,,34,
AgOr15,1-pentanol,,35,
AgOr16,1-pentanol,,25,
AgOr18,1-pentanol,,135,
AgOr20,1-pentanol,,126,
AgOr21,1-pentanol,,91,
AgOr23,1-pentanol,,2,
AgOr25,1-pentanol,,11,
AgOr26,1-pentanol,,31,
AgOr27,1-pentanol,,25,
AgOr30,1-pentanol,,53,
AgOr31,1-pentanol,,18,
AgOr32,1-pentanol,,9,
AgOr33,1-pentanol,,-26,
AgOr35,1-pentanol,,-2,
AgOr38,1-pentanol,,227,
AgOr39,1-pentanol,,97,
AgOr41,1-pentanol,,-33,
AgOr42,1-pentanol,,-24,
AgOr43,1-pentanol,,-34,
AgOr44,1-pentanol,,-26,
AgOr45,1-pentanol,,-8,
AgOr46,1-pentanol,,75,
AgOr48,1-pentanol,,50,
AgOr50,1-pentanol,,79,
AgOr53,1-pentanol,,40,
AgOr54,1-pentanol,,-31,
AgOr56,1-pentanol,,148,
AgOr57,1-pentanol,,202,
AgOr59,1-pentanol,,2,
AgOr61,1-pentanol,,17,
AgOr63,1-pentanol,,17,
AgOr64,1-pentanol,,22,
AgOr65,1-pentanol,,21,
AgOr66,1-pentanol,,-22,
AgOr67,1-pentanol,,-10,
AgOr73,1-pentanol,,-8,
AgOr75,1-pentanol,,-13,
AgOr76,1-pentanol,,-15,
AgOr1,1-hexanol,,12,
AgOr2,1-hexanol,,35,
AgOr3,1-hexanol,,-20,
AgOr4,1-hexanol,,127,
AgOr5,1-hexanol,,-6,
AgOr6,1-hexanol,,2,
AgOr8,1-hexanol,,105,
AgOr9,1-hexanol,,29,
AgOr10,1-hexanol,,9,
AgOr11,1-hexanol,,56,
AgOr12,1-hexanol,,147,
AgOr13,1-hexanol,,-4,
AgOr15,1-hexanol,,21,
AgOr16,1-hexanol,,25,
AgOr18,1-hexanol,,146,
AgOr20,1-hexanol,,108,
AgOr21,1-hexanol,,48,
AgOr23,1-hexanol,,5,
AgOr25,1-hexanol,,13,
AgOr26,1-hexanol,,33,
AgOr27,1-hexanol,,34,
AgOr30,1-hexanol,,73,
AgOr31,1-hexanol,,20,
AgOr32,1-hexanol,,25,
AgOr33,1-hexanol,,-31,
AgOr35,1-hexanol,,-18,
AgOr38,1-hexanol,,215,
AgOr39,1-hexanol,,74,
AgOr41,1-hexanol,,-21,
AgOr42,1-hexanol,,-16,
AgOr43,1-hexanol,,-40,
AgOr44,1-hexanol,,-40,
AgOr45,1-hexanol,,-16,
AgOr46,1-hexanol,,54,
AgOr48,1-hexanol,,115,
AgOr50,1-hexanol,,79,
AgOr53,1-hexanol,,45,
AgOr54,1-hexanol,,-31,
AgOr56,1-hexanol,,180,
AgOr57,1-hexanol,,181,
AgOr59,1-hexanol,,-10,
AgOr61,1-hexanol,,30,
AgOr63,1-hexanol,,23,
AgOr64,1-hexanol,,12,
AgOr65,1-hexanol,,18,
AgOr66,1-hexanol,,-29,
AgOr67,1-hexanol,,-14,
AgOr73,1-hexanol,,-6,
AgOr75,1-hexanol,,-7,
AgOr76,1-hexanol,,-7,
AgOr1,1-dodecanol,,1,
AgOr2,1-dodecanol,,3,
AgOr3,1-dodecanol,,5,
AgOr4,1-dodecanol,,-1,
AgOr5,1-dodecanol,,2,
AgOr6,1-dodecanol,,1,
AgOr8,1-dodecanol,,0,
AgOr9,1-dodecanol,,2,
AgOr10,1-dodecanol,,1,
AgOr11,1-dodecanol,,5,
AgOr12,1-dodecanol,,0,
AgOr13,1-dodecanol,,-2,
AgOr15,1-dodecanol,,0,
AgOr16,1-dodecanol,,0,
AgOr18,1-dodecanol,,0,
AgOr20,1-dodecanol,,-2,
AgOr21,1-dodecanol,,0,
AgOr23,1-dodecanol,,1,
AgOr25,1-dodecanol,,0,
AgOr26,1-dodecanol,,3,
AgOr27,1-dodecanol,,1,
AgOr30,1-dodecanol,,0,
AgOr31,1-dodecanol,,0,
AgOr32,1-dodecanol,,2,
AgOr33,1-dodecanol,,3,
AgOr35,1-dodecanol,,-3,
AgOr38,1-dodecanol,,3,
AgOr39,1-dodecanol,,-1,
AgOr41,1-dodecanol,,0,
AgOr42,1-dodecanol,,1,
AgOr43,1-dodecanol,,0,
AgOr44,1-dodecanol,,5,
AgOr45,1-dodecanol,,0,
AgOr46,1-dodecanol,,4,
AgOr48,1-dodecanol,,0,
AgOr50,1-dodecanol,,4,
AgOr53,1-dodecanol,,7,
AgOr54,1-dodecanol,,0,
AgOr56,1-dodecanol,,-4,
AgOr57,1-dodecanol,,2,
AgOr59,1-dodecanol,,2,
AgOr61,1-dodecanol,,2,
AgOr63,1-dodecanol,,-5,
AgOr64,1-dodecanol,,0,
AgOr65,1-dodecanol,,1,
AgOr66,1-dodecanol,,1,
AgOr67,1-dodecanol,,0,
AgOr73,1-dodecanol,,0,
AgOr75,1-dodecanol,,2,
AgOr76,1-dodecanol,,-1,
AgOr1,3-methyl-1-butanol,,140,
AgOr2,3-methyl-1-butanol,,3,
AgOr3,3-methyl-1-butanol,,-8,
AgOr4,3-methyl-1-butanol,,35,
AgOr5,3-methyl-1-butanol,,2,
AgOr6,3-methyl-1-butanol,,9,
AgOr8,3-methyl-1-butanol,,-8,
AgOr9,3-methyl-1-butanol,,19,
AgOr10,3-methyl-1-butanol,,7,
AgOr11,3-methyl-1-butanol,,70,
AgOr12,3-methyl-1-butanol,,151,
AgOr13,3-methyl-1-butanol,,31,
AgOr15,3-methyl-1-butanol,,10,
AgOr16,3-methyl-1-butanol,,15,
AgOr18,3-methyl-1-butanol,,76,
AgOr20,3-methyl-1-butanol,,118,
AgOr21,3-methyl-1-butanol,,128,
AgOr23,3-methyl-1-butanol,,2,
AgOr25,3-methyl-1-butanol,,-1,
AgOr26,3-methyl-1-butanol,,22,
AgOr27,3-methyl-1-butanol,,21,
AgOr30,3-methyl-1-butanol,,42,
AgOr31,3-methyl-1-butanol,,11,
AgOr32,3-methyl-1-butanol,,22,
AgOr33,3-methyl-1-butanol,,-17,
AgOr35,3-methyl-1-butanol,,11,
AgOr38,3-methyl-1-butanol,,162,
AgOr39,3-methyl-1-butanol,,71,
AgOr41,3-methyl-1-butanol,,-16,
AgOr42,3-methyl-1-butanol,,-3,
AgOr43,3-methyl-1-butanol,,-34,
AgOr44,3-methyl-1-butanol,,-27,
AgOr45,3-methyl-1-butanol,,-9,
AgOr46,3-methyl-1-butanol,,184,
AgOr48,3-methyl-1-butanol,,62,
AgOr50,3-methyl-1-butanol,,86,
AgOr53,3-methyl-1-butanol,,97,
AgOr54,3-methyl-1-butanol,,-20,
AgOr56,3-methyl-1-butanol,,158,
AgOr57,3-methyl-1-butanol,,251,
AgOr59,3-methyl-1-butanol,,-6,
AgOr61,3-methyl-1-butanol,,26,
AgOr63,3-methyl-1-butanol,,6,
AgOr64,3-methyl-1-butanol,,22,
AgOr65,3-methyl-1-butanol,,12,
AgOr66,3-methyl-1-butanol,,-2,
AgOr67,3-methyl-1-butanol,,-6,
AgOr73,3-methyl-1-butanol,,-9,
AgOr75,3-methyl-1-butanol,,9,
AgOr76,3-methyl-1-butanol,,0,
AgOr1,2-ethyl-1-hexanol,,-6,
AgOr2,2-ethyl-1-hexanol,,1,
AgOr3,2-ethyl-1-hexanol,,-9,
AgOr4,2-ethyl-1-hexanol,,41,
AgOr5,2-ethyl-1-hexanol,,-6,
AgOr6,2-ethyl-1-hexanol,,6,
AgOr8,2-ethyl-1-hexanol,,-6,
AgOr9,2-ethyl-1-hexanol,,8,
AgOr10,2-ethyl-1-hexanol,,4,
AgOr11,2-ethyl-1-hexanol,,26,
AgOr12,2-ethyl-1-hexanol,,46,
AgOr13,2-ethyl-1-hexanol,,-2,
AgOr15,2-ethyl-1-hexanol,,-2,
AgOr16,2-ethyl-1-hexanol,,0,
AgOr18,2-ethyl-1-hexanol,,82,
